id,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_frase_voto1,q_frase_politicos,q_voto_insuficiente,q_otras_formas,q_politicos_preocupan,q_partidos_beneficio,q_acciones_cambio,q_redes_informarse,q_redes_emociones,q_ideologia,q_evita_hablar,q_gusto_hablar
1694,38,Mujer,Nuevo León,Secundaria,Urbana,35-44,No,No,87371.33,Secundaria completa,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",No sabe/No responde,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Derecha,Sí,En desacuerdo
1695,72,Hombre,México,Primaria,No sabe/No responde,60+,No,No,96458.63,Primaria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,Ninguno,2,No,No sabe/No responde,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,En desacuerdo
1696,53,Hombre,Puebla,Secundaria,Urbana,45-59,No,No,67482.4,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,No por falta de recursos,Ninguno,1,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,No sabe/No responde,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
1697,65,Mujer,Jalisco,Primaria,No sabe/No responde,60+,No,No,158130.64,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,Ninguno,1,No,No sabe/No responde,,Votar no sirve para nada,No sabe/No responde,No sabe/No responde,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No sabe/No responde,Ninguna,No,En desacuerdo
1699,18,Mujer,Jalisco,No sabe o no responde,Urbana,18-24,No,No,48879.91,Secundaria completa,Estudiaba,,Padre o madre,,50.0,Hombre,,No sabe/No responde,,5,Uno,Ninguno,Sí,2,4,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No sabe/No responde,Sí,Ni de acuerdo ni en desacuerdo
1703,65,Mujer,Tabasco,No estudió/ Otro,Rural,60+,No,No,56171.95,No estudió,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Ninguno,Uno,No por falta de recursos,1,1,No,Rural,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No sabe/No responde,Ninguna,No sabe/No responde,En desacuerdo
1705,47,Hombre,Puebla,Secundaria,Rural,45-59,No,Sí,67482.4,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,Ninguno,2,Sí,Rural,,No sabe/No responde,"Creo en la política, pero no en los políticos",No sabe/No responde,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,De acuerdo
1705,57,Mujer,Nuevo León,Licenciatura o Ingeniería,Urbana,45-59,No,Sí,56476.41,Secundaria completa,Realizaba alguna otra actividad para generar ingresos,,Cónyuge o pareja,,59.0,Hombre,,Licenciatura completa,,4,2 o más,2 o más,Sí,3,4,Sí,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,En desacuerdo
1710,40,Mujer,Nuevo León,Maestría o especialidad,Urbana,35-44,No,No,23901.59,Diplomado o maestría,Se dedicaba al hogar,,Cónyuge o pareja,,42.0,Hombre,,Diplomado o maestría,,3,2 o más,2 o más,Sí,1,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Centro,Sí,Ni de acuerdo ni en desacuerdo
1712,58,Mujer,Hidalgo,Secundaria,Rural,45-59,No,No,77036.19,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,"No, otra razón",1,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
1714,24,Mujer,Hidalgo,Primaria,Rural,18-24,Sí,No,105660.86,Preparatoria incompleta,Trabajó con pago,,Hijo o hija,,55.0,Hombre,,Primaria completa,,7,Ninguno,Ninguno,No por falta de recursos,3,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
1715,28,Mujer,Puebla,Preparatoria o bachillerato,Rural,25-34,No,Sí,83517.37,Secundaria incompleta,Se dedicaba al hogar,,Cónyuge o pareja,,34.0,Hombre,,Preparatoria completa,,5,Uno,Uno,Sí,1,1,Sí,Rural,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,En desacuerdo
1717,24,Mujer,Hidalgo,Preparatoria o bachillerato,Urbana,18-24,Sí,No,61450.28,Licenciatura completa,Trabajó con pago,,Hijo o hija,,45.0,Hombre,,Preparatoria completa,,7,2 o más,2 o más,Sí,4,5 o más,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,En desacuerdo
1718,54,Hombre,Nuevo León,Maestría o especialidad,Urbana,45-59,No,No,21549.09,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,Sí,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,No,De acuerdo
1720,55,Mujer,Zacatecas,Secundaria,Urbana,45-59,No,No,92381.14,Preparatoria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,3,4,No,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
1721,49,Mujer,Jalisco,Primaria,Rural,45-59,No,Sí,139213.71,Primaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,44.0,Hombre,,Primaria completa,,3,Uno,Ninguno,Sí,1,1,Sí,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Derecha,Sí,De acuerdo
1722,59,Mujer,Zacatecas,Secundaria,Rural,45-59,Sí,Sí,92381.14,Secundaria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,No por falta de recursos,No sabe/No responde,2,Sí,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",No sabe/No responde,De acuerdo,No sabe/No responde,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
1722,56,Hombre,Jalisco,Preparatoria o bachillerato,Urbana,45-59,No,No,63861.41,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,2 o más,Uno,No por falta de recursos,1,1,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,No,De acuerdo
1724,60,Mujer,Zacatecas,Preparatoria o bachillerato,Rural,60+,No,Sí,83659.58,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,3,3,Sí,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,No,En desacuerdo
1725,39,Hombre,Hidalgo,No estudió/ Otro,Rural,35-44,No,No,35347.08,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Ninguno,Ninguno,No por falta de recursos,Ninguno,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,No sabe/No responde,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,No,En desacuerdo
1728,54,Hombre,Zacatecas,Licenciatura o Ingeniería,Urbana,45-59,No,No,41207.17,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
1734,25,Hombre,Tabasco,Secundaria,Rural,25-34,No,No,93999.25,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Ninguno,Ninguno,No por falta de recursos,1,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,De acuerdo
1736,56,Hombre,Nuevo León,Licenciatura o Ingeniería,Urbana,45-59,No,No,44546.53,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,Uno,Sí,3,2,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,Ni de acuerdo ni en desacuerdo
1742,18,Mujer,Jalisco,Primaria,Urbana,18-24,No,No,139287.68,Preparatoria incompleta,Estudiaba,,Hijo o hija,,55.0,Hombre,,Primaria completa,,2,2 o más,Uno,Sí,2,2,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Izquierda,Sí,En desacuerdo
1746,52,Hombre,Nuevo León,Maestría o especialidad,Urbana,45-59,No,No,21549.09,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,2,5 o más,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,No,De acuerdo
1753,53,Hombre,Nuevo León,Secundaria,Urbana,45-59,No,No,60763.34,Primaria completa,Realizaba alguna otra actividad para generar ingresos,,Cónyuge o pareja,,52.0,Mujer,,Carrera técnica,,2,2 o más,Uno,Sí,2,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,Ni de acuerdo ni en desacuerdo,No sabe/No responde,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,Sí,No sabe/No responde
1753,48,Hombre,Hidalgo,Carrera técnica o comercial,Rural,45-59,No,No,63063.07,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,Ninguno,Uno,No por falta de recursos,1,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
1760,62,Hombre,Hidalgo,Preparatoria o bachillerato,Urbana,60+,No,No,44098.97,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,No por falta de recursos,5 o más,4,No,Urbana,,Votar no sirve para nada,No sabe/No responde,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
1764,47,Mujer,Jalisco,Licenciatura o Ingeniería,Urbana,45-59,No,No,57429.64,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,2 o más,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Centro,Sí,De acuerdo
1773,18,Hombre,Tlaxcala,Primaria,Urbana,18-24,No,No,122300.82,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,No por falta de recursos,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No sabe/No responde,De acuerdo,De acuerdo,No sabe/No responde,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Centro,No,En desacuerdo
1774,21,Hombre,Nuevo León,Licenciatura o Ingeniería,Urbana,18-24,Sí,No,53998.22,Licenciatura completa,Trabajó con pago,,Hijo o hija,,72.0,Hombre,,Licenciatura completa,,4,2 o más,2 o más,Sí,3,2,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
1776,60,Mujer,Tlaxcala,Licenciatura o Ingeniería,Rural,60+,No,No,59938.4,Licenciatura completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,Sí,Ninguno,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,Sí,En desacuerdo
1778,58,Hombre,Tlaxcala,Licenciatura o Ingeniería,Urbana,45-59,No,No,41621.52,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,En desacuerdo
1779,36,Mujer,Tlaxcala,Secundaria,Rural,35-44,No,No,81634.36,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Ninguno,Ninguno,No por falta de recursos,2,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No sabe/No responde,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No sabe/No responde,No,En desacuerdo
1783,33,Mujer,Tlaxcala,Preparatoria o bachillerato,Urbana,25-34,No,No,91088.06,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
1784,18,Mujer,Hidalgo,Preparatoria o bachillerato,Urbana,18-24,No,No,61450.28,Preparatoria completa,Estudiaba,,Padre o madre,,45.0,Mujer,,Preparatoria completa,,4,Uno,Ninguno,No por falta de recursos,4,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,De acuerdo
1785,50,Hombre,Puebla,Preparatoria o bachillerato,Urbana,45-59,Sí,Sí,53800.82,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,12,Uno,Ninguno,Sí,4,5 o más,Sí,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
1787,30,Mujer,Jalisco,Licenciatura o Ingeniería,Urbana,25-34,No,Sí,70318.7,Licenciatura completa,Trabajó con pago,,Hijo o hija,,60.0,Hombre,,Licenciatura completa,,3,2 o más,Uno,Sí,1,3,Sí,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,De acuerdo
1789,39,Hombre,Nuevo León,Secundaria,Urbana,35-44,No,No,92512.06,Preparatoria completa,Trabajó con pago,,Cónyuge o pareja,,34.0,Mujer,,Secundaria completa,,4,Uno,Uno,Sí,2,3,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Derecha,No,En desacuerdo
1794,49,Mujer,Hidalgo,Primaria,Urbana,45-59,No,No,105604.75,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
1798,32,Hombre,Michoacán,Carrera técnica o comercial,Urbana,25-34,No,No,62855.63,Carrera técnica,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,Sí,En desacuerdo
1803,45,Hombre,Hidalgo,Preparatoria o bachillerato,Urbana,45-59,No,No,48444.0,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,1,3,No,Urbana,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
1805,40,Hombre,Tlaxcala,Licenciatura o Ingeniería,Rural,35-44,No,No,48881.56,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,No sabe/No responde,Sí,1,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,No,De acuerdo
1806,50,Hombre,Tlaxcala,Secundaria,Rural,45-59,No,No,73599.55,Secundaria completa,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Ninguno,Ninguno,No por falta de recursos,2,2,No,Rural,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,Sí,De acuerdo
1807,64,Hombre,Jalisco,Licenciatura o Ingeniería,Urbana,60+,No,No,41235.51,Licenciatura completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,2 o más,Sí,1,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,Sí,Ni de acuerdo ni en desacuerdo
1808,55,Mujer,Tlaxcala,Maestría o especialidad,Rural,45-59,No,No,25526.2,Diplomado o maestría,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,No por falta de recursos,2,2,No,Rural,,No sabe/No responde,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
1812,66,Mujer,Tlaxcala,Secundaria,Urbana,60+,No,No,105989.39,Secundaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,68.0,Hombre,,Secundaria completa,,2,Uno,Ninguno,No por falta de recursos,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,No,En desacuerdo
1814,20,Hombre,Hidalgo,Primaria,Rural,45-59,No,Sí,83297.17,Secundaria completa,[Esp.] Ya no trabaja,,Hijo o hija,,59.0,Hombre,,Primaria completa,,4,Ninguno,Ninguno,No por falta de recursos,2,2,Sí,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Izquierda,Sí,En desacuerdo
1816,52,Hombre,Baja California,Primaria,Rural,45-59,No,No,118704.01,Primaria completa,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,2 o más,Sí,3,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
1820,65,Hombre,Baja California,Maestría o especialidad,Urbana,60+,No,No,21563.69,Diplomado o maestría,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,2 o más,Sí,Ninguno,3,No,Urbana,,No sabe/No responde,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,No sabe/No responde,De acuerdo
1821,50,Hombre,Hidalgo,Secundaria,Urbana,45-59,No,No,60763.34,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,2 o más,Sí,2,4,No,Urbana,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
1822,62,Hombre,Baja California,Preparatoria o bachillerato,Urbana,60+,No,Sí,62843.97,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,2 o más,Sí,2,3,Sí,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Izquierda,Sí,De acuerdo
1828,30,Mujer,Nayarit,Primaria,Urbana,25-34,No,No,180696.09,Preparatoria completa,Trabajó con pago,,Cónyuge o pareja,,36.0,Hombre,,Primaria completa,,4,Uno,Uno,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,No,Ni de acuerdo ni en desacuerdo
1829,39,Hombre,Aguascalientes,Maestría o especialidad,Urbana,35-44,No,No,26965.12,Diplomado o maestría,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,2 o más,Uno,Sí,1,1,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,De acuerdo
1830,64,Hombre,Aguascalientes,Licenciatura o Ingeniería,Urbana,60+,Sí,No,43206.46,Licenciatura completa,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
