id,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_no_seguir_noticias,q_medios_verifican,q_redes_confiables,q_emergencia_redes,q_molestan_periodistas,q_coincide_no_busca,q_confio_abiertos,q_titular_enemigos,q_titular_ineficaces,q_discutir_redes,q_imposible_distinguir,q_comparte_desenmascarar
1282,63,Mujer,Guerrero,Preparatoria o bachillerato,Urbana,60+,No,No,73632.78,Preparatoria completa,No sabe/No responde,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,No sabe/No responde,No sabe/No responde,No por falta de recursos,1,1,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1284,26,Hombre,Ciudad de México,Secundaria,Urbana,25-34,No,No,103553.46,Licenciatura completa,Trabajó con pago,,Hijo o hija,,49.0,No sabe/No responde,,Secundaria completa,,4,2 o más,2 o más,Sí,3,3,No,Urbana,,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo
1290,40,Hombre,Guerrero,Primaria,Urbana,35-44,No,No,103252.7,Secundaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Ninguno,Ninguno,Sí,1,1,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1291,59,Mujer,Nuevo León,Licenciatura o Ingeniería,Urbana,45-59,No,No,56476.41,Carrera comercial,Vendía o hacía algún producto para vender,,Cónyuge o pareja,,65.0,Hombre,,Licenciatura completa,,5,Uno,2 o más,Sí,5 o más,4,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1292,54,Hombre,Guerrero,Secundaria,Urbana,45-59,Sí,No,64133.6,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,No por falta de recursos,2,No sabe/No responde,No,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo
1293,40,Mujer,Nuevo León,Preparatoria o bachillerato,Urbana,35-44,No,No,69657.41,Preparatoria completa,Vendía o hacía algún producto para vender,,Cónyuge o pareja,,38.0,Hombre,,Preparatoria completa,,5,Uno,Ninguno,Sí,1,2,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1293,35,Mujer,Hidalgo,Preparatoria o bachillerato,Rural,35-44,Sí,No,53732.59,Preparatoria completa,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Ninguno,Ninguno,No por falta de recursos,1,1,No,Rural,,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No sabe/No responde,No sabe/No responde,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
1303,64,Mujer,Tamaulipas,Primaria,No sabe/No responde,60+,No,Sí,141994.87,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,"No, otra razón",Ninguno,3,Sí,No sabe/No responde,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo
1304,69,Mujer,Guerrero,Primaria,Rural,60+,Sí,Sí,126608.09,Primaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,76.0,Hombre,,Primaria completa,,9,Ninguno,Ninguno,Sí,3,4,Sí,Rural,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
1308,36,Mujer,México,Carrera técnica o comercial,Rural,35-44,No,No,68638.18,Carrera técnica,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,2,2,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1311,61,Hombre,Nuevo León,Carrera técnica o comercial,Urbana,60+,No,Sí,57406.83,Carrera técnica,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,7,2 o más,2 o más,Sí,2,3,Sí,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1311,31,Hombre,Hidalgo,Licenciatura o Ingeniería,Urbana,25-34,No,No,41016.74,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,Sí,1,1,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1313,49,Hombre,Guerrero,Licenciatura o Ingeniería,Urbana,45-59,No,No,36268.39,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,1,4,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
1314,25,Hombre,Guerrero,Primaria,Rural,25-34,No,No,104942.42,Licenciatura completa,Vendía o hacía algún producto para vender,,Hijo o hija,,55.0,Hombre,,Secundaria incompleta,,4,2 o más,Ninguno,Sí,2,4,No,Rural,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1315,45,Mujer,Nuevo León,Secundaria,Rural,45-59,No,No,99867.54,Secundaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,43.0,Hombre,,Secundaria completa,,5,Uno,Ninguno,Sí,1,2,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1316,29,Mujer,Guerrero,Secundaria,Rural,25-34,No,No,99557.39,Preparatoria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,1,1,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1321,60,Hombre,Nuevo León,Secundaria,Urbana,60+,No,No,71706.68,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,3,3,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo
1323,52,Hombre,Ciudad de México,Carrera técnica o comercial,Urbana,45-59,No,No,69453.12,Carrera técnica,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,2,1,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo
1327,66,Hombre,México,Primaria,Urbana,60+,No,No,96458.63,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,No por falta de recursos,1,1,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
1330,25,Hombre,Morelos,Secundaria,Rural,25-34,No,No,84412.7,Preparatoria incompleta,Trabajó con pago,,Hijo o hija,,70.0,Hombre,,Secundaria completa,,5,Uno,Ninguno,Sí,1,2,No,Rural,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1332,56,Hombre,Nuevo León,Licenciatura o Ingeniería,Urbana,45-59,No,No,44546.53,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,1,3,No,Urbana,,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
1336,29,Mujer,Guerrero,Licenciatura o Ingeniería,Urbana,25-34,No,No,56301.02,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Ninguno,Sí,1,2,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1337,20,Mujer,Guerrero,Primaria,Urbana,18-24,Sí,No,111521.37,Secundaria completa,Trabajó con pago,,Padre o madre,,39.0,Mujer,,Primaria completa,,6,Ninguno,Ninguno,"No, otra razón",1,1,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo
1339,65,Hombre,Guerrero,No estudió/ Otro,Rural,60+,No,No,28917.37,No estudió,Trabajó sin pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Ninguno,Ninguno,No por falta de recursos,Ninguno,4,No,Rural,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No sabe/No responde,No está de acuerdo,No sabe/No responde,No sabe/No responde,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1341,23,Hombre,Guanajuato,Preparatoria o bachillerato,Rural,18-24,No,No,74180.28,Licenciatura completa,Trabajó con pago,,Padre o madre,,48.0,Hombre,,Preparatoria completa,,5,Uno,2 o más,Sí,2,3,No,Rural,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo
1343,39,Hombre,Sinaloa,Maestría o especialidad,Urbana,35-44,No,No,25862.36,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,2,3,No,Urbana,,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
1345,18,Mujer,Guerrero,Secundaria,Urbana,18-24,No,No,81352.23,Preparatoria incompleta,Estudiaba,,Hijo o hija,,52.0,Mujer,,Secundaria completa,,2,Uno,Ninguno,Sí,1,1,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1345,43,Mujer,Guanajuato,Primaria,Urbana,35-44,No,No,116710.78,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,Sí,1,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
1347,28,Hombre,Nuevo León,Licenciatura o Ingeniería,Urbana,25-34,No,No,53172.95,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,2,1,No,Urbana,,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
1348,21,Mujer,Nuevo León,Primaria,Urbana,45-59,No,No,136903.01,Secundaria completa,Trabajó con pago,,Hijo o hija,,50.0,Mujer,,Secundaria incompleta,,10,2 o más,Ninguno,Sí,1,4,No,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo
1349,48,Hombre,Morelos,Secundaria,Urbana,45-59,Sí,No,70718.16,Preparatoria incompleta,Trabajó sin pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Ninguno,Sí,2,3,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1349,48,Mujer,Sonora,Licenciatura o Ingeniería,Urbana,45-59,No,No,47066.6,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,Uno,Sí,1,2,No,Urbana,,No sabe/No responde,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo
1357,48,Mujer,Coahuila,Preparatoria o bachillerato,Urbana,45-59,No,Sí,70488.55,Carrera técnica,Se dedicaba al hogar,,Cónyuge o pareja,,50.0,Hombre,,Preparatoria completa,,2,Uno,Ninguno,Sí,No sabe/No responde,2,Sí,Urbana,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1357,23,Mujer,Sonora,Preparatoria o bachillerato,Urbana,18-24,No,No,66389.46,Licenciatura completa,Trabajó con pago,,Hijo o hija,,50.0,Hombre,,Preparatoria completa,,5,2 o más,2 o más,Sí,4,3,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1358,64,Hombre,Coahuila,No estudió/ Otro,Urbana,60+,No,No,31444.18,No estudió,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,Ninguno,Sí,2,3,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1359,73,Hombre,Guerrero,Licenciatura o Ingeniería,Urbana,60+,No,No,33015.42,Licenciatura completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,2,1,No,Urbana,,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No sabe/No responde,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo
1360,34,Hombre,Nuevo León,Preparatoria o bachillerato,Urbana,25-34,No,No,74962.9,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,2,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo
1361,70,Hombre,Quintana Roo,Preparatoria o bachillerato,Urbana,60+,No,Sí,52179.14,Preparatoria completa,Vendía o hacía algún producto para vender,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,Sí,1,1,Sí,Urbana,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
1362,60,Mujer,Guanajuato,Maestría o especialidad,Urbana,60+,No,Sí,30239.15,Preparatoria completa,Se dedicaba al hogar,,Cónyuge o pareja,,64.0,Hombre,,Diplomado o maestría,,4,Uno,2 o más,Sí,2,2,Sí,Urbana,,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo
1363,31,Mujer,Coahuila,Secundaria,Urbana,60+,No,No,100427.87,Primaria completa,Se dedicaba al hogar,,Hijo o hija,,60.0,Hombre,,Secundaria completa,,3,2 o más,Uno,Sí,1,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1366,53,Hombre,Coahuila,Secundaria,Urbana,45-59,No,Sí,69737.6,Secundaria completa,[Esp.] Buscaba trabajo,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,1,2,Sí,Urbana,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1366,18,Mujer,Sonora,Primaria,Rural,18-24,No,No,114153.55,Preparatoria completa,[Esp.] Buscaba trabajo,,"[Esp.] Otro, especifique",abuelo,76.0,Hombre,,Primaria completa,,3,Uno,Uno,No por falta de recursos,1,2,No,Rural,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
1367,64,Hombre,Coahuila,No estudió/ Otro,Rural,60+,No,Sí,31444.18,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Ninguno,Ninguno,Sí,1,1,Sí,Rural,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
1368,62,Hombre,Coahuila,No estudió/ Otro,Rural,60+,No,No,31444.18,No estudió,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Ninguno,Uno,No por falta de recursos,2,2,No,Rural,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo
1369,29,Mujer,Michoacán,Licenciatura o Ingeniería,Urbana,25-34,No,No,57742.3,Licenciatura completa,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Uno,Sí,5 o más,3,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1371,53,Mujer,Coahuila,Secundaria,Rural,45-59,No,No,88413.83,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Ninguno,Ninguno,No por falta de recursos,1,2,No,Rural,,No está de acuerdo,No sabe/No responde,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1371,50,Mujer,Guerrero,Primaria,Urbana,45-59,No,No,111462.15,Primaria incompleta,Trabajó con pago,,Cónyuge o pareja,,60.0,Hombre,,Primaria completa,,3,Ninguno,Ninguno,No por falta de recursos,2,2,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1371,80,Hombre,Sonora,No estudió/ Otro,Urbana,60+,No,No,29599.89,Primaria incompleta,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,Ninguno,1,No,Urbana,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1374,66,Hombre,Querétaro,Primaria,Urbana,60+,No,No,82510.71,Primaria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,Sí,1,2,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
1374,33,Mujer,Sonora,Preparatoria o bachillerato,Urbana,60+,No,No,75370.69,Preparatoria completa,Se dedicaba al hogar,,Hijo o hija,,60.0,Mujer,,Preparatoria completa,,4,Uno,Uno,Sí,1,3,No,Urbana,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo
1378,68,Hombre,Sonora,Primaria,Rural,60+,No,No,81920.76,Primaria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,Ninguno,1,No,Rural,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo
